filename,label,
038900004095_camera0-10.jpg,38900004095 ,53739
038900004095_camera0-11.jpg,38900004095 ,
038900004095_camera0-12.jpg,38900004095 ,
038900004095_camera0-13.jpg,38900004095 ,
038900004095_camera0-14.jpg,38900004095 ,
038900004095_camera0-15.jpg,38900004095 ,
038900004095_camera0-16.jpg,38900004095 ,
038900004095_camera0-17.jpg,38900004095 ,
038900004095_camera0-18.jpg,38900004095 ,
038900004095_camera0-19.jpg,38900004095 ,
038900004095_camera0-20.jpg,38900004095 ,
038900004095_camera0-21.jpg,38900004095 ,
038900004095_camera0-22.jpg,38900004095 ,
038900004095_camera0-23.jpg,38900004095 ,
038900004095_camera0-24.jpg,38900004095 ,
038900004095_camera0-25.jpg,38900004095 ,
038900004095_camera0-26.jpg,38900004095 ,
038900004095_camera0-27.jpg,38900004095 ,
038900004095_camera0-28.jpg,38900004095 ,
038900004095_camera0-29.jpg,38900004095 ,
038900004095_camera0-3.jpg,38900004095 ,
038900004095_camera0-30.jpg,38900004095 ,
038900004095_camera0-31.jpg,38900004095 ,
038900004095_camera0-32.jpg,38900004095 ,
038900004095_camera0-33.jpg,38900004095 ,
038900004095_camera0-34.jpg,38900004095 ,
038900004095_camera0-35.jpg,38900004095 ,
038900004095_camera0-36.jpg,38900004095 ,
038900004095_camera0-37.jpg,38900004095 ,
038900004095_camera0-38.jpg,38900004095 ,
038900004095_camera0-39.jpg,38900004095 ,
038900004095_camera0-4.jpg,38900004095 ,
038900004095_camera0-40.jpg,38900004095 ,
038900004095_camera0-5.jpg,38900004095 ,
038900004095_camera0-6.jpg,38900004095 ,
038900004095_camera0-7.jpg,38900004095 ,
038900004095_camera0-8.jpg,38900004095 ,
038900004095_camera0-9.jpg,38900004095 ,
038900004095_camera1-1.jpg,38900004095 ,
038900004095_camera1-10.jpg,38900004095 ,
038900004095_camera1-11.jpg,38900004095 ,
038900004095_camera1-12.jpg,38900004095 ,
038900004095_camera1-13.jpg,38900004095 ,
038900004095_camera1-14.jpg,38900004095 ,
038900004095_camera1-15.jpg,38900004095 ,
038900004095_camera1-16.jpg,38900004095 ,
038900004095_camera1-17.jpg,38900004095 ,
038900004095_camera1-18.jpg,38900004095 ,
038900004095_camera1-19.jpg,38900004095 ,
038900004095_camera1-2.jpg,38900004095 ,
038900004095_camera1-20.jpg,38900004095 ,
038900004095_camera1-21.jpg,38900004095 ,
038900004095_camera1-22.jpg,38900004095 ,
038900004095_camera1-23.jpg,38900004095 ,
038900004095_camera1-24.jpg,38900004095 ,
038900004095_camera1-25.jpg,38900004095 ,
038900004095_camera1-26.jpg,38900004095 ,
038900004095_camera1-27.jpg,38900004095 ,
038900004095_camera1-28.jpg,38900004095 ,
038900004095_camera1-29.jpg,38900004095 ,
038900004095_camera1-3.jpg,38900004095 ,
038900004095_camera1-30.jpg,38900004095 ,
038900004095_camera1-31.jpg,38900004095 ,
038900004095_camera1-32.jpg,38900004095 ,
038900004095_camera1-33.jpg,38900004095 ,
038900004095_camera1-34.jpg,38900004095 ,
038900004095_camera1-35.jpg,38900004095 ,
038900004095_camera1-36.jpg,38900004095 ,
038900004095_camera1-37.jpg,38900004095 ,
038900004095_camera1-38.jpg,38900004095 ,
038900004095_camera1-39.jpg,38900004095 ,
038900004095_camera1-4.jpg,38900004095 ,
038900004095_camera1-40.jpg,38900004095 ,
038900004095_camera1-5.jpg,38900004095 ,
038900004095_camera1-6.jpg,38900004095 ,
038900004095_camera1-7.jpg,38900004095 ,
038900004095_camera1-8.jpg,38900004095 ,
038900004095_camera1-9.jpg,38900004095 ,
038900004095_camera2-1.jpg,38900004095 ,
038900004095_camera2-10.jpg,38900004095 ,
038900004095_camera2-11.jpg,38900004095 ,
038900004095_camera2-12.jpg,38900004095 ,
038900004095_camera2-13.jpg,38900004095 ,
038900004095_camera2-14.jpg,38900004095 ,
038900004095_camera2-15.jpg,38900004095 ,
038900004095_camera2-16.jpg,38900004095 ,
038900004095_camera2-17.jpg,38900004095 ,
038900004095_camera2-18.jpg,38900004095 ,
038900004095_camera2-19.jpg,38900004095 ,
038900004095_camera2-2.jpg,38900004095 ,
038900004095_camera2-20.jpg,38900004095 ,
038900004095_camera2-21.jpg,38900004095 ,
038900004095_camera2-22.jpg,38900004095 ,
038900004095_camera2-23.jpg,38900004095 ,
038900004095_camera2-24.jpg,38900004095 ,
038900004095_camera2-25.jpg,38900004095 ,
038900004095_camera2-26.jpg,38900004095 ,
038900004095_camera2-27.jpg,38900004095 ,
038900004095_camera2-28.jpg,38900004095 ,
038900004095_camera2-29.jpg,38900004095 ,
038900004095_camera2-3.jpg,38900004095 ,
038900004095_camera2-30.jpg,38900004095 ,
038900004095_camera2-31.jpg,38900004095 ,
038900004095_camera2-32.jpg,38900004095 ,
038900004095_camera2-33.jpg,38900004095 ,
038900004095_camera2-34.jpg,38900004095 ,
038900004095_camera2-35.jpg,38900004095 ,
038900004095_camera2-36.jpg,38900004095 ,
038900004095_camera2-37.jpg,38900004095 ,
038900004095_camera2-38.jpg,38900004095 ,
038900004095_camera2-39.jpg,38900004095 ,
038900004095_camera2-4.jpg,38900004095 ,
038900004095_camera2-40.jpg,38900004095 ,
038900004095_camera2-5.jpg,38900004095 ,
038900004095_camera2-6.jpg,38900004095 ,
038900004095_camera2-7.jpg,38900004095 ,
038900004095_camera2-8.jpg,38900004095 ,
038900004095_camera2-9.jpg,38900004095 ,
038900004095_camera3-1.jpg,38900004095 ,
038900004095_camera3-10.jpg,38900004095 ,
038900004095_camera3-11.jpg,38900004095 ,
038900004095_camera3-12.jpg,38900004095 ,
038900004095_camera3-13.jpg,38900004095 ,
038900004095_camera3-14.jpg,38900004095 ,
038900004095_camera3-15.jpg,38900004095 ,
038900004095_camera3-16.jpg,38900004095 ,
038900004095_camera3-17.jpg,38900004095 ,
038900004095_camera3-18.jpg,38900004095 ,
038900004095_camera3-19.jpg,38900004095 ,
038900004095_camera3-2.jpg,38900004095 ,
038900004095_camera3-20.jpg,38900004095 ,
038900004095_camera3-21.jpg,38900004095 ,
038900004095_camera3-22.jpg,38900004095 ,
038900004095_camera3-23.jpg,38900004095 ,
038900004095_camera3-24.jpg,38900004095 ,
038900004095_camera3-25.jpg,38900004095 ,
038900004095_camera3-26.jpg,38900004095 ,
038900004095_camera3-27.jpg,38900004095 ,
038900004095_camera3-28.jpg,38900004095 ,
038900004095_camera3-29.jpg,38900004095 ,
038900004095_camera3-3.jpg,38900004095 ,
038900004095_camera3-30.jpg,38900004095 ,
038900004095_camera3-31.jpg,38900004095 ,
038900004095_camera3-32.jpg,38900004095 ,
038900004095_camera3-33.jpg,38900004095 ,
038900004095_camera3-34.jpg,38900004095 ,
038900004095_camera3-35.jpg,38900004095 ,
038900004095_camera3-36.jpg,38900004095 ,
038900004095_camera3-37.jpg,38900004095 ,
038900004095_camera3-38.jpg,38900004095 ,
038900004095_camera3-39.jpg,38900004095 ,
038900004095_camera3-4.jpg,38900004095 ,
038900004095_camera3-40.jpg,38900004095 ,
038900004095_camera3-5.jpg,38900004095 ,
038900004095_camera3-6.jpg,38900004095 ,
038900004095_camera3-7.jpg,38900004095 ,
038900004095_camera3-8.jpg,38900004095 ,
038900004095_camera3-9.jpg,38900004095 ,
4800009004827_camera0-1.jpg,4800009004827 ,
